"Item Code","Item Group","Default Unit of Measure","Series","Item Name","HSN/SAC","Disabled","Allow Alternative Item","Maintain Stock","Has Variants","Opening Stock","Default Purchase Unit of Measure","MRP per purchase UOM","MRP","Valuation Rate","Standard Selling Rate","Is Fixed Asset","Rate for Native","Rate for Foreign","Auto Create Assets on Purchase","Create Grouped Asset","Over Delivery/Receipt Allowance (%)","Over Billing Allowance (%)","Description","Shelf Life In Days","End of Life","Default Material Request Type","Weight Per Unit","Allow Negative Stock","Has Batch No","Automatically Create New Batch","Has Expiry Date","Retain Sample","Max Sample Quantity","Has Serial No","Variant Based On","Enable Deferred Expense","No of Months (Expense)","Enable Deferred Revenue","No of Months (Revenue)","Minimum Order Qty","Safety Stock","Allow Purchase","Lead Time in days","Last Purchase Rate","Is Customer Provided Item","Delivered by Supplier (Drop Ship)","Country of Origin","Grant Commission","Allow Sales","Max Discount (%)","Is Ineligible for Input Tax Credit","Inspection Required before Purchase","Inspection Required before Delivery","Include Item In Manufacturing","Supply Raw Materials for Purchase","ID (Taxes)","Item Tax Template (Taxes)","Maximum Net Rate (Taxes)","Minimum Net Rate (Taxes)","ID (UOMs)","Conversion Factor (UOMs)","UOM (UOMs)","ID (Item Defaults)","Company (Item Defaults)","Default Warehouse (Item Defaults)"
"GLISIMET M1","Medications","Nos","STO-ITEM-.YYYY.-","GLISIMET M1","30049099","0","0","1","0","0","Strip 14","92.99","6.642","6.3257","0","0","0","0","0","0","0","0","GLISIMET M1","0","2027-02-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","bnxea2esmp","GST 5% - DRDSC","0","0","42z451cuf6","1","Nos","13tol75fcx","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"GLISIMET M2","Medications","Nos","STO-ITEM-.YYYY.-","GLISIMET M2","30049099","0","0","1","0","0","Strip 14","111.32","7.951","7.5724","0","0","0","0","0","0","0","0","GLISIMET M2","0","2027-02-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","ktwpds6qfe","GST 5% - DRDSC","0","0","8yls5ph3vr","1","Nos","gxtj9rwvfb","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"HAZIR 250","Medications","Nos","STO-ITEM-.YYYY.-","HAZIR 250","30049099","0","0","1","0","0","Strip 6","78.22","13.037","12.4162","0","0","0","0","0","0","0","0","HAZIR 250","0","2026-11-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","5mqhv0nqhv","GST 5% - DRDSC","0","0","l25avmjikd","1","Nos","ebl7m4gz8h","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"HAZIR 500","Medications","Nos","STO-ITEM-.YYYY.-","HAZIR 500","30049099","0","0","1","0","0","Strip 5","134.28","26.856","25.5771","0","0","0","0","0","0","0","0","HAZIR 500","0","2027-03-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","v0abpjnt2i","GST 5% - DRDSC","0","0","4jy6d8acvv","1","Nos","7xgt83zipu","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"ISTAMET D XR 500","Medications","Nos","STO-ITEM-.YYYY.-","ISTAMET D XR 500","30049099","0","0","1","0","0","Strip 7","159.0","22.714","21.6324","0","0","0","0","0","0","0","0","ISTAMET D XR 500","0","2027-06-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","eoqn1jr8vs","GST 5% - DRDSC","0","0","0ztnu7pxjs","1","Nos","kkhgdb8ygq","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"ISTAPEP M 50/500","Medications","Nos","STO-ITEM-.YYYY.-","ISTAPEP M 50/500","30049099","0","0","1","0","0","Strip 15","139.22","9.281","8.839","0","0","0","0","0","0","0","0","ISTAPEP M 50/500","0","2027-08-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","4egdqqbuvy","GST 5% - DRDSC","0","0","vbcrilyzl3","1","Nos","eeg6txat5s","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"ITRANOL 200","Medications","Nos","STO-ITEM-.YYYY.-","ITRANOL 200","30049099","0","0","1","0","0","Strip 4","100.8","25.2","24.0","0","0","0","0","0","0","0","0","ITRANOL 200","0","2027-03-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","zmk31amegn","GST 5% - DRDSC","0","0","k66wln5dod","1","Nos","wrudmg7qcg","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"LOYZIDE 60 XR","Medications","Nos","STO-ITEM-.YYYY.-","LOYZIDE 60 XR","30049099","0","0","1","0","0","Strip 15","175.15","11.677","11.121","0","0","0","0","0","0","0","0","LOYZIDE 60 XR","0","2027-07-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","rlv7pvj4v9","GST 5% - DRDSC","0","0","r7g6tevlac","1","Nos","ap3vxewpeq","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"LOYZIDE M 60XR","Medications","Nos","STO-ITEM-.YYYY.-","LOYZIDE M 60XR","30049099","0","0","1","0","0","Strip 15","184.8","12.32","11.7333","0","0","0","0","0","0","0","0","LOYZIDE M 60XR","0","2027-05-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","4y2aj9bgoc","GST 5% - DRDSC","0","0","h6xx05ejam","1","Nos","ymv9qvtqeo","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"METABIC SR 500","Medications","Nos","STO-ITEM-.YYYY.-","METABIC SR 500","30049099","0","0","1","0","0","Strip 15","32.44","2.163","2.06","0","0","0","0","0","0","0","0","METABIC SR 500","0","2027-08-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","20564o9mlg","GST 5% - DRDSC","0","0","iz2c27tetl","1","Nos","vabnk1cexz","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"METWIN G 0.5","Medications","Nos","STO-ITEM-.YYYY.-","METWIN G 0.5","30049099","0","0","1","0","0","Strip 15","75.0","5.0","4.7619","0","0","0","0","0","0","0","0","METWIN G 0.5","0","2028-07-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","8yhk0sauoz","GST 5% - DRDSC","0","0","au6togepou","1","Nos","dm4di4iov7","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"METWIN G2","Medications","Nos","STO-ITEM-.YYYY.-","METWIN G2","30049099","0","0","1","0","0","Strip 15","126.0","8.4","8.0","0","0","0","0","0","0","0","0","METWIN G2","0","2028-08-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","6psslzbxbl","GST 5% - DRDSC","0","0","l1hoqbxgd8","1","Nos","7rips2if65","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"MULTISTAT 5","Medications","Nos","STO-ITEM-.YYYY.-","MULTISTAT 5","30049099","0","0","1","0","0","Strip 15","88.93","5.929","5.6467","0","0","0","0","0","0","0","0","MULTISTAT 5","0","2027-05-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","2yr255dijx","GST 5% - DRDSC","0","0","a35ii3qhqd","1","Nos","ztp74hnqdg","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"NEBICARD 2.5","Medications","Nos","STO-ITEM-.YYYY.-","NEBICARD 2.5","30049099","0","0","1","0","0","Strip 15","189.8","12.653","12.0505","0","0","0","0","0","0","0","0","NEBICARD 2.5","0","2027-07-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","l0qiy4pnjt","GST 5% - DRDSC","0","0","ecyfzw1m7c","1","Nos","csibr6op35","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"NOVASTAT 10","Medications","Nos","STO-ITEM-.YYYY.-","NOVASTAT 10","30049099","0","0","1","0","0","Strip 15","337.25","22.483","21.4124","0","0","0","0","0","0","0","0","NOVASTAT 10","0","2026-10-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","gzxkc3hpq0","GST 5% - DRDSC","0","0","u08xa9nnk4","1","Nos","nbphpa26wo","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"NOVASTAT 5","Medications","Nos","STO-ITEM-.YYYY.-","NOVASTAT 5","30049099","0","0","1","0","0","Strip 15","224.1","14.94","14.2286","0","0","0","0","0","0","0","0","NOVASTAT 5","0","2027-02-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","ehwcp693tm","GST 5% - DRDSC","0","0","qzf70l4idl","1","Nos","mc469jwqqv","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"NUTRIARGIN","Medications","Nos","STO-ITEM-.YYYY.-","NUTRIARGIN","30049099","0","0","1","0","0","Nos","97.0","97.0","92.381","0","0","0","0","0","0","0","0","NUTRIARGIN","0","2026-07-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","1ht5z8bmfi","GST 5% - DRDSC","0","0","rsv8xtb5lu","1","Nos","gzhy2vj37b","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"OXRA 10","Medications","Nos","STO-ITEM-.YYYY.-","OXRA 10","30049099","0","0","1","0","0","Strip 14","233.13","16.652","15.859","0","0","0","0","0","0","0","0","OXRA 10","0","2028-09-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","222sfmyydb","GST 5% - DRDSC","0","0","e2addbd293","1","Nos","hmf6kigzw8","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"OXRA 5","Medications","Nos","STO-ITEM-.YYYY.-","OXRA 5","30049099","0","0","1","0","0","Strip 14","173.0","12.357","11.7686","0","0","0","0","0","0","0","0","OXRA 5","0","2028-06-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","4qxa3e3u61","GST 5% - DRDSC","0","0","mpzga8d3gs","1","Nos","xnkuxahxvy","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"OXRA S 5/50","Medications","Nos","STO-ITEM-.YYYY.-","OXRA S 5/50","30049099","0","0","1","0","0","Strip 15","270.94","18.063","17.2029","0","0","0","0","0","0","0","0","OXRA S 5/50","0","2027-07-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","i7vdh5rsmr","GST 5% - DRDSC","0","0","j9tyjh5jvp","1","Nos","ro8aeitysj","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"PANCRIQ M 0.5","Medications","Nos","STO-ITEM-.YYYY.-","PANCRIQ M 0.5","30049099","0","0","1","0","0","Strip 15","72.0","4.8","4.5714","0","0","0","0","0","0","0","0","PANCRIQ M 0.5","0","2028-07-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","65875z8gf3","GST 5% - DRDSC","0","0","8ttwyqegpd","1","Nos","cv8o2tpu9e","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"PANCRIQ M2","Medications","Nos","STO-ITEM-.YYYY.-","PANCRIQ M2","30049099","0","0","1","0","0","Strip 15","97.5","6.5","6.1905","0","0","0","0","0","0","0","0","PANCRIQ M2","0","2027-07-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","ujv1ljmaxh","GST 5% - DRDSC","0","0","fiu55ml85g","1","Nos","eo2okalcla","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"PANKREOFLAT","Medications","Nos","STO-ITEM-.YYYY.-","PANKREOFLAT","30049099","0","0","1","0","0","Strip 15","327.76","21.851","20.8105","0","0","0","0","0","0","0","0","PANKREOFLAT","0","2027-09-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","grn6rggn3g","GST 5% - DRDSC","0","0","7rfsj8k5t3","1","Nos","8p7hf1uesi","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"PRACE TC","Medications","Nos","STO-ITEM-.YYYY.-","PRACE TC","30049099","0","0","1","0","0","Strip 15","137.0","9.133","8.6981","0","0","0","0","0","0","0","0","PRACE TC","0","2026-06-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","k88zgi1tql","GST 5% - DRDSC","0","0","7iod6yf28q","1","Nos","yt26bhdfev","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"PRAZOPRESS XL 2.5","Medications","Nos","STO-ITEM-.YYYY.-","PRAZOPRESS XL 2.5","30049099","0","0","1","0","0","Strip 30","407.81","13.594","12.9467","0","0","0","0","0","0","0","0","PRAZOPRESS XL 2.5","0","2027-08-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","e8kwbul8xx","GST 5% - DRDSC","0","0","fg2u1dxw2y","1","Nos","iks7ti7by1","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"PRAZOPRESS XL 5","Medications","Nos","STO-ITEM-.YYYY.-","PRAZOPRESS XL 5","30049099","0","0","1","0","0","Strip 30","559.0","18.633","17.7457","0","0","0","0","0","0","0","0","PRAZOPRESS XL 5","0","2027-03-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","bi343qh5q9","GST 5% - DRDSC","0","0","cdq4tjrl8o","1","Nos","jwp4c6ko4d","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"PULMOCLEAR","Medications","Nos","STO-ITEM-.YYYY.-","PULMOCLEAR","30049099","0","0","1","0","0","Strip 15","308.0","20.533","19.5552","0","0","0","0","0","0","0","0","PULMOCLEAR","0","2027-04-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","quteztyc9z","GST 5% - DRDSC","0","0","tulmr1ea33","1","Nos","cvnnztk9yh","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"RABCA D","Medications","Nos","STO-ITEM-.YYYY.-","RABCA D","30049099","0","0","1","0","0","Strip 15","105.0","7.0","6.6667","0","0","0","0","0","0","0","0","RABCA D","0","2026-11-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","ybogcw4g1o","GST 5% - DRDSC","0","0","wcozdi03zz","1","Nos","n3mmhsmnz5","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"RANTAC 150","Medications","Nos","STO-ITEM-.YYYY.-","RANTAC 150","30049099","0","0","1","0","0","Strip 30","50.76","1.692","1.6114","0","0","0","0","0","0","0","0","RANTAC 150","0","2027-05-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","kg9fwep9x1","GST 5% - DRDSC","0","0","0zx52blijb","1","Nos","eq9pb4uupa","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"RECTOVIT","Medications","Nos","STO-ITEM-.YYYY.-","RECTOVIT","30049099","0","0","1","0","0","Nos","30.0","30.0","28.5714","0","0","0","0","0","0","0","0","RECTOVIT","0","2026-11-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","cn7aobygid","GST 5% - DRDSC","0","0","anwe866oly","1","Nos","h26grzxcbk","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"ROZUCOR 5","Medications","Nos","STO-ITEM-.YYYY.-","ROZUCOR 5","30049099","0","0","1","0","0","Strip 15","222.0","14.8","14.0952","0","0","0","0","0","0","0","0","ROZUCOR 5","0","2028-04-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","g8u9jo4wuh","GST 5% - DRDSC","0","0","e9iyypx6c0","1","Nos","vjq197kkaw","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"SHELCAL HD","Medications","Nos","STO-ITEM-.YYYY.-","SHELCAL HD","30049099","0","0","1","0","0","Strip 15","155.5","10.367","9.8733","0","0","0","0","0","0","0","0","SHELCAL HD","0","2027-09-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","s11fqpkvg1","GST 5% - DRDSC","0","0","b9xz1psy65","1","Nos","qrg1pohxqe","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"SITAPLIZIN MET 50/500","Medications","Nos","STO-ITEM-.YYYY.-","SITAPLIZIN MET 50/500","30049099","0","0","1","0","0","Strip 15","405.0","27.0","25.7143","0","0","0","0","0","0","0","0","SITAPLIZIN MET 50/500","0","2027-06-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","inv9ptac8j","GST 5% - DRDSC","0","0","t9wg7s67t5","1","Nos","zdck4d5lyz","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"SUGAFLO 5","Medications","Nos","STO-ITEM-.YYYY.-","SUGAFLO 5","30049099","0","0","1","0","0","Strip 15","221.8","14.787","14.0829","0","0","0","0","0","0","0","0","SUGAFLO 5","0","2027-05-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","m1sq403kco","GST 5% - DRDSC","0","0","yse527ucbt","1","Nos","n6cvp7xl9x","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"SUGAFLO S 10/100","Medications","Nos","STO-ITEM-.YYYY.-","SUGAFLO S 10/100","30049099","0","0","1","0","0","Strip 15","265.78","17.719","16.8752","0","0","0","0","0","0","0","0","SUGAFLO S 10/100","0","2027-10-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","795ao0ic69","GST 5% - DRDSC","0","0","fa4s245j72","1","Nos","tg428yslup","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"SUGARAY D 50/5","Medications","Nos","STO-ITEM-.YYYY.-","SUGARAY D 50/5","30049099","0","0","1","0","0","Strip 15","215.75","14.383","13.6981","0","0","0","0","0","0","0","0","SUGARAY D 50/5","0","2027-06-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","6ls07qe9tb","GST 5% - DRDSC","0","0","rzyobuej54","1","Nos","5m4ntwli22","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"SUPRADYN CALCIUM","Medications","Nos","STO-ITEM-.YYYY.-","SUPRADYN CALCIUM","30049099","0","0","1","0","0","Strip 15","150.0","10.0","9.5238","0","0","0","0","0","0","0","0","SUPRADYN CALCIUM","0","2025-11-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","lk9q3nlg71","GST 5% - DRDSC","0","0","nvbnol50uj","1","Nos","xeei2vo1pq","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"TELSAR 20","Medications","Nos","STO-ITEM-.YYYY.-","TELSAR 20","30049099","0","0","1","0","0","Strip 15","66.29","4.419","4.2086","0","0","0","0","0","0","0","0","TELSAR 20","0","2028-06-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","nsriz6a948","GST 5% - DRDSC","0","0","ogs7h41ux8","1","Nos","u56yu7hyp2","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"TELSAR H","Medications","Nos","STO-ITEM-.YYYY.-","TELSAR H","30049099","0","0","1","0","0","Strip 15","324.0","21.6","20.5714","0","0","0","0","0","0","0","0","TELSAR H","0","2027-06-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","hipd8cywp9","GST 5% - DRDSC","0","0","7vnjj34zmz","1","Nos","tgk2o0w7ut","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"TELZOX 20","Medications","Nos","STO-ITEM-.YYYY.-","TELZOX 20","30049099","0","0","1","0","0","Strip 15","65.75","4.383","4.1743","0","0","0","0","0","0","0","0","TELZOX 20","0","2027-05-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","w0h8vsikya","GST 5% - DRDSC","0","0","qp9n9ngvil","1","Nos","yywkgfd8mo","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"TESARIL 50","Medications","Nos","STO-ITEM-.YYYY.-","TESARIL 50","30049099","0","0","1","0","0","Strip 7","92.3","13.186","12.5581","0","0","0","0","0","0","0","0","TESARIL 50","0","2027-09-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","f4ewe18wek","GST 5% - DRDSC","0","0","7jdxj7y7q8","1","Nos","kks76k6fmt","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"TESARIL M 50/500","Medications","Nos","STO-ITEM-.YYYY.-","TESARIL M 50/500","30049099","0","0","1","0","0","Strip 15","189.9","12.66","12.0571","0","0","0","0","0","0","0","0","TESARIL M 50/500","0","2027-07-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","a31122u83k","GST 5% - DRDSC","0","0","ld5eewxsmg","1","Nos","gvvpdsvv5u","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"UNS D3","Medications","Nos","STO-ITEM-.YYYY.-","UNS D3","30049099","0","0","1","0","0","Strip 4","435.0","108.75","103.5714","0","0","0","0","0","0","0","0","UNS D3","0","2027-07-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","nuzo3z1cxn","GST 5% - DRDSC","0","0","vbpsvlbb03","1","Nos","3pm5oxw663","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"URIBID 100","Medications","Nos","STO-ITEM-.YYYY.-","URIBID 100","30049099","0","0","1","0","0","Strip 15","138.46","9.231","8.7914","0","0","0","0","0","0","0","0","URIBID 100","0","2028-06-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","snof3evb7q","GST 5% - DRDSC","0","0","lznbiib826","1","Nos","5pph3ojq2h","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"URIMAX 0.4","Medications","Nos","STO-ITEM-.YYYY.-","URIMAX 0.4","30049099","0","0","1","0","0","Strip 20","346.06","17.303","16.479","0","0","0","0","0","0","0","0","URIMAX 0.4","0","2027-06-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","9os2dxpmjh","GST 5% - DRDSC","0","0","x0izobobhi","1","Nos","n1p3653ro2","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"UROSTAT NF 300","Medications","Nos","STO-ITEM-.YYYY.-","UROSTAT NF 300","30049099","0","0","1","0","0","Nos","995.0","995.0","947.619","0","0","0","0","0","0","0","0","UROSTAT NF 300","0","2027-09-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","b05be9u2l6","GST 5% - DRDSC","0","0","bnh7u4ckid","1","Nos","enjsjdys9e","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"URSOCOOL 300","Medications","Nos","STO-ITEM-.YYYY.-","URSOCOOL 300","30049099","0","0","1","0","0","Strip 15","693.0","46.2","44.0","0","0","0","0","0","0","0","0","URSOCOOL 300","0","2027-09-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","1azohecsxc","GST 5% - DRDSC","0","0","uj4jvsuu3a","1","Nos","lbbrwm12ew","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"VILDANEX M OD","Medications","Nos","STO-ITEM-.YYYY.-","VILDANEX M OD","30049099","0","0","1","0","0","Strip 15","197.0","13.133","12.5076","0","0","0","0","0","0","0","0","VILDANEX M OD","0","2026-06-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","utkrcqvgfx","GST 5% - DRDSC","0","0","ytnufidpou","1","Nos","ynczz88or6","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
"VILDANEX M SR 500","Medications","Nos","STO-ITEM-.YYYY.-","VILDANEX M SR 500","30049099","0","0","1","0","0","Strip 15","146.7","9.78","9.3143","0","0","0","0","0","0","0","0","VILDANEX M SR 500","0","2027-05-01","Purchase","0","0","1","0","1","0","0","0","Item Attribute","0","0","0","0","0","0","1","0","0","0","0","India","1","1","0","0","0","0","1","0","hfrvjgj64c","GST 5% - DRDSC","0","0","owyueuio8z","1","Nos","gcnl0j4w9j","Dr Rasheed's Diabetes Speciality Centre","Goods In Transit - DRDSC"
